Tm_ServiceCode; Title
60006; Документ, удостоверяющий личность члена семьи (Паспорт моряка)
608; Письмо-предупреждение префектуры административного округа города Москвы организатору публичного мероприятия
617; Решение суда
619; Свидетельство о праве на наследство
620; Медицинская справка
621; Документ о наличии жилых помещений, пригодных для постоянного проживания и расположенных за пределами города Москвы (в том числе за пределами Российской Федерации)
622; Документ об имеющемся у заявителя подтвержденном документально в установленном порядке внеочередном праве на получение жилых помещений по договору социального найма
623; Справка о доходах по форме 2-НДФЛ
624; Справка с места службы о размере денежного довольствия военнослужащих и приравненных к ним лиц
625; Справка о размере единовременного пособия при увольнении с военной службы
627; Справка о размере ежемесячного пожизненного содержания судей
628; Справка о размере стипендии или компенсационной выплаты
629; Справка о размере ежемесячного пособия супругам военнослужащих, проходящих военную службу по контракту
630; Справка о размере ежемес.компенсации неработ.женам лиц рядового и начальств.состава ОВД, учрежд. и органов уголов.-исполнит.системы в отдал.гарнизонах и местностях, где отсутст. возмож. их трудоустр.
631; Справка о размере ежемесячных страховых выплат по обязательному социальному страхованию от несчастных случаев на производстве и профессиональных заболеваний
632; Гражданско-правовой договор
633; Справка об оплате по договору
634; Справка о суммах авторского вознаграждения
635; Справка о суммах, получаемых авторами служебных изобретений, полезных моделей, промышленных образцов, или лицензионный договор
636; Справка из налоговых органов о декларируемых доходах лиц, занимающихся предпринимательской деятельностью
637; Справка Пенсионного фонда РФ о доходах лиц, занимающихся предпринимательской деятельностью, в отношении которых применяется упрощенная система налогообложения или единый налог на временный доход
638; Справка о доходах по акциям и иным ценным бумагам, других доходах от участия в управлении собственностью организации, выданная организацией, производившей выплаты
639; Справка из налог. органов о доходах, получен. от сдачи в аренду или иного использ. имущ., и договор купли-продажи, аренды(найма) недвиж. имущ.,ТС, средств переработки и хранения продуктов
640; Справка о размере процентов по банковским вкладам, выданная банком или другой кредитной организацией
641; Справка с места работы лица, обязанного к уплате алиментов, о размере взыскиваемых алиментов
642; Соглашение об уплате алиментов
643; Справка о размере вклада из банка или другой кредитной организации
644; Договор дарения
645; Документ, подтверждающий право собственности на объект недвижимости
646; Документ о праве собственности на транспортное средство
647; Документ, подтверждающий наличие паенакоплений
648; Справка Бюро технической инвентаризации о стоимости дачи, гаража, иного строения, помещения и сооружения
649; Справка о кадастровой (нормативной) цене земельного участка
650; Справка, выданная кооперативом, содержащая сведения о стоимости паенакоплений
651; Отчет независимого оценщика, содержащий сведения о стоимости имущества заявителя
70001; Документ, удостоверяющий личность опекуна (Паспорт гражданина РФ)
71; Экспликация к поэтажному плану по форме №22 или форме №25
74; Извещение о признании нуждающимся в жилых помещениях, предоставляемых по договору социального найма (безвозмездного пользования), и принятии на жилищный учет
75; Фотография заявителя
755; Фотомонтаж
76; Единый жилищный документ
-76; Единый платежный документ
760; Единый жилищный документ (новая версия)
7701; Договор с лизинговой компанией
7702; Договор с организацией, имеющей право проводить предрейсовый технический осмотр автомобилей
7703; Договор с медицинским учреждением, имеющим лицензию на предоставление услуг по проведению ежедневного предрейсового медицинского осмотра водителей
7704; Документ, подтверждающий наличие образования
7708; Медицинская справка о праве на жилищные льготы по состоянию здоровья
7709; Иной документ
77100; Свидетельство об усыновлении
77101; Блок проект благоустройства
77102; Приказ об утверждении градостроительного плана земельного участка
77103; Платежное поручение об оплате
77104; Фотография установленного информационного щита
7710474; Пояснительная записка к плану мероприятий
77105; Стройгенплан с дендропланом
77106; Согласования с владельцем затрагиваемых территорий
77107; Правовой акт Правительства Москвы
77108; Договор с подрядной организацией на производство работ
77109; Письмо от балансодержателя
77110; Акт обследования зеленых насаждений
77111; Перечетная ведомость зеленых насаждений
77112; План территори
77113; Проект пересадки деревьев
77114; Акт пометки деревьев
77115; Перечетные ведомости
77116; Письмо от заказчика
77117; Документ, подтверждающий факт регистрации по месту жительства в городе Москве
77118; Проектная документация на объект капитального строительства
77119; Документ, подтверждающий прекращение договора между собственником/владельцем недвижимого имущества и владельцем ОНРИ
77122; Нотариально заверенная копия свидетельства о праве собственности на здание, сооружение, иной объект, или договор с собственником либо с лицом, обладающим вещными правами на имущество.
77123; Разрешение, выданное органом исполнительной власти г. Москвы на использование государственной символики города Москвы.
77124; Разрешение соответствующего органа, ответственного за эксплуатацию воздушного пространства города Москвы
77125; Свидетельство о регистрации товарного знака и разрешение на его использование, оформленное в установленном законом порядке
77126; Техническое заключение на соответствие места размещения объекта Правилам размещения объектов наружной рекламы и информации территориального планирования или генеральному плану
77127; Поэтажный план дома (подъезда, этажа, типового этажа), в котором находится переводимое помещение
77128; Документ, подтверждающий прекращение договора на установку и эксплуатацию
77129; Документы, удостоверяющие (устанавливающие) права на здание, строение, сооружение, земельный участок
77130; Договор на установку и эксплуатацию
77131; Цветная фотография места установки
77132; Дизайн - проект предполагаемой установки
77133; Проект электроустановки
77134; Проект конструкции
77135; Заключение государственной экспертизы проектной документации и результатов инженерных изысканий
77136; Экспертиза на проект электроустановки
77137; Карта-схема масштаба 1:2000 предполагаемого места установки
77138; Карта-схема масштаба 1:10000 предполагаемого места установки
77140; Разрешение на пересадку деревьев и кустарников
77142; Свидетельство о государственной регистрации прав
77143; Разрешение на строительство объекта
77146; Документ, подтверждающий сведения о доходе
77151; Письмо-запрос
77156; Охотничий билет
77162; Документ, удостоверяющих (устанавливающих) права на здание, строение, сооружение
77175; Решение органа местного самоуправления об установлении над ребенком опеки(попечительства)
77176; Решение органа местного самоуправления о назначении денежных средств на содержание ребенка, находящегося под опекой (попечительством)
77177; Справка с места жительства ребенка о его совместном проживании с опекуном (попечителем) в городе Москве
77178; Решение (выписка из решения) об установлении над ребенком опеки (попечительства)
77179; Документы о лишении матери родительских прав
77182; Полис обязательного медицинского страхования
77183; Карточка СНИЛС
77184; Свидетельство об инвалидности
77185; Направление из ТОУЗ
77186; Справка, подтверждающая факт установления инвалидности
77187; Выписка из акта освидетельствования гражданина, признанного инвалидом
77189; Справка об отсутствии задолженности по уплате налогов и сборов
77190; Справка банка, подтверждающая зачисление на расчетный счет денег в оплату уставного капитала
77191; Отчёт об оценке независимым оценщиком неденежных вкладов в уставной капитал
77192; Отчет (уведомление) об итогах выпуска ценных бумаг
77193; Документы, подтверждающие изменения
77194; Дубликат лицензии
77195; Дубликат приложения к лицензии
77196; Приложение к лицензии
77197; Извещение о предоставлении субсидии на оплату жилого помещения и коммунальных услуг
77198; Ответ на запрос
77199; Направление на госпитализацию
7720; Разрешение на осуществление деятельности по перевозке пассажиров и багажа легковым такси на территории города Москвы
77200; Решение комиссии
77201; Государственный контракт на строительство объекта недвижимости
77209; Договор о приемной семье / патронатной семье
7721; Отказ в осуществлении деятельности по перевозке пассажиров и багажа легковым такси
77210; Сообщение органа внутренних дел о том, что в месячный срок место нахождения разыскиваемого должника не установлено
77211; Сообщение уполномоченного федерального органа исполнительной власти о неисполнении решения суда (судебного приказа) о взыскании алиментов
77212; Справка из суда о причинах неисполнения решения суда (судебного приказа) о взыскании алиментов
77213; Документ, подтверждающий прохождение военной службы или учебы в военном образовательном учреждении
77214; Справка об учебе по очной форме в образовательном учреждении начального, среднего или высшего профессионального образования
7723; Сертификат
7724; Постановление/распоряжение муниципалитета
7726; Справка, заверенная уполномоченным лицом префектуры
7727; Копия, заверенная уполномоченным лицом префектуры
7728; Выписка, заверенная уполномоченным лицом префектуры
7729; Выписка из Единого государственного реестра прав на недвижимое имущество и сделок с ним
772900; тест_Выписка из Единого государственного реестра прав на недвижимое имущество и сделок с ним
7730; Основное обязательство (кредитный договор)
77300; Архивный документ
77301; Договор о пользовании земельным участком
77302; Акт о землепользовании
77303; Договор с эксплуатирующей организацией (оригинал)
77304; Согласие всех правообладателей
77305; Документ, подтверждающий согласие законного представителя собственника объекта капитального строительства на проведение работ по подготовке ГПЗУ
77306; Акт о правах на недвижимое имущество (до 1997 г.)
77308; Чертеж ситуационного плана М 1:2000
77309; Акт разрешенного использования участка территории градостроительного объекта (земельного участка), утвержденный распорядительным документом Правительства Москвы
7731; Отчет независимого оценщика о стоимости права аренды земельного участка
77310; Акт разрешенного использования участка территории градостроительного объекта (земельного участка), утвержденный распорядительным документом префектуры АО г.Москвы
77311; Карточка обращения
7732; Межевой план границ земельного участка
7733; Сведения о координатах точек участка в формате qnt
7734; Градостроительный план земельного участка
7735; Договоры/соглашения
77350; Материалы архитектурно-градостроительного решения объекта
7736; Сделки об отчуждении
7737; Договор мены
7738; Договор ренты
7739; Договор пожизненного содержания с иждивением
7740; Другие сделки
7741; Договор участия в долевом строительстве
7743; Соглашение об определении (перераспределении) долей в праве общей долевой собственности
7744; Брачный договор
7745; Соглашение об отступном
7746; Соглашение о разделе имущества
7747; Соглашение о выделе доли
7748; Мировое соглашение
7749; Договор об ипотеке
7750; Договор безвозмездного срочного пользования для эксплуатации здания, строения, сооружения и все дополнительные соглашения к договору
7751; Кредитный договор
7752; Договор займа
7753; Соглашение об установлении сервитута
7754; Соглашение об изменении содержания закладной
7755; Дополнительное соглашение (соглашение об изменении условий договора) к договору
7756; Соглашение о расторжении договора
7757; Соглашение об уступке прав требования по договору (договор о передаче прав и обязанностей)
7758; Свидетельство о перемене имени
7759; Справка с места работы
7760; Свидетельство о государственной регистрации прав на здание (строение, сооружение, объект незавершенного строительства)
776000; тест_ Свидетельство о государственной регистрации прав на здание (строение, сооружение, объект незавершенного строительства)
7761; Уведомление о постановке на учет в налоговом органе
7762; Договор коммерчесского найма жилого помещения
7763; Письменное согласование переустройства и (или) перепланировки Государственной противопожарной службы, Роспотребнадзором и управляющей организацией
7764; Решение общего собрания о передаче в пользование части общего имущества в многоквартирном доме , присоединение которой необходимо для переустройства и (или) перепланировки
7765; Договор о передаче в пользование части общего имущества
7766; Задание на проектирование (архитектурно-планировочное задание)
7767; Чертежи генерального плана М 1:5000
7768; Том проекта «Архитектурно-градостроительная часть»
7769; Буклет (альбом) формата А4
7770; Свидетельство об утверждении архитектурно-градостроительного решения
7771; Том Генеральный план и транспорт
7772; Распорядительный документ Правительства Москвы о строительстве, реконструкции
7773; Распорядительный документ префектуры АО г.Москвы о строительстве, реконструкции
7776; Документ, содержащий данные по приватизации жилого помещения
7777; Документ, содержащий данные для выдачи разрешений на провоз тяжеловесных и (или) крупногабаритных грузов
7778; Договор о коммунальных услугах
7779; Копия карточки учета собственника жилого помещения
7780; Справка о регистрации по адресу
7780718; План мероприятий по уменьшению выбросов вредных (загрязняющих) веществ в атмосферный воздух
7781; Справка о составе семьи
7782; Справка о совместном проживании с умершим/о прописке на день смерти
7783; Справка об одиноком умершем
7784; Справка об иждивении
7785; Справка об изменении адреса
7786; Справка об утере ордера
7787; Справка Дом-новостройка
7788; Справка об оплате жилого помещения, коммунальных и прочих услуг в разрезе отдельных видов услуг за период (история платежей по лицевому счету/карточке учета)
7789; Справка об отсутствии задолженности по оплате жилого помещения, коммунальных и прочих услуг
7790; Акт сверки начисленной и внесенной платы за жилое помещение и коммунальные услуги
7792; Выписка из финансового лицевого счета
7793; Справка, выданная организацией (учреждением), имеющей жилищный фонд на праве хозяйственного ведения либо на праве оперативного управления (ЖК, ЖСК, ТСЖ, общежития и т.д.)
7794; Решение суда о передаче ребенка (детей) на воспитание
7795; Документ, подтверждающий факт совместного воспитания детей в семье заявителя
7796; Решение суда о признании лица умершим или безвестно отсутствующим
7797; Справка из органов ЗАГС об основании внесения в свидетельство о рождении сведений об отце (матери) ребенка по форме № 25
7798; Справка из соответствующего учреждения о месте нахождения второго родителя (отбытия наказания, нахождения под арестом, на принудительном лечении, в розыске)
7799; Решение суда об усыновлении ребенка (детей)
7800; Протокол заседания комиссии
783; Выписка из ЕГРИП (краткая)
7830; Выписка из ЕГРИП
79; Документ, удостоверяющий личность супруга/супруги
80; Свидетельство о смерти
81; Свидетельство об установлении отцовства
82; Справка из образовательного учреждения, реализующего общеобразовательные программы
87; Счет/Квитанция на оплату услуг по подготовке документов
88; Доверенность на специалиста УДЖПиЖФ для регистрации договора
89; Документ, содержащий сведения о регистрации (для лиц, проживавших вне Москвы с 1 сентября 1991 года)
90; Справка о неиспользованном праве на участие в приватизации
91; Договор социального найма жилого помещения
912; Документ, подтверждающий факт проживания (регистрации) ребенка по указанному адресу
913; Информация об очередности на жилье
914; Ошибки при обработке обращения
915; Информация о наличии работников
916; Информация о временном трудоустройстве
917; Информация о проведении общественных работ
918; Информация о записи на прием
919; Информация о наличии вакансий
92; Действующий договор приватизации (для членов семьи, участвовавших в приватизации)
93; Договор приватизации (договор передачи объекта недвижимости в собственность)
94; Копия ордера на жилое помещение
95; Выписка из распоряжения на право заключения договора социального найма
96; Решение о разделе (объединении) финансово-лицевого счёта
97; Справка о механических повреждениях ордера
98; Выписка из домовой книги
980; Выписка из домовой книги (предоставление в операторском и автоматическом режимах сведений по адресу и персональным данным гражданина)
99; Копия финансового лицевого счета на жилую площадь
999; Информация о состоянии обращения в исполняющей организации
99993; Тестовый документ БР
99999999; Уведомление об отсутствии сведений
